"incident_num","date_time","day_of_week","address_number_primary","address_dir_primary","address_road_primary","address_sfx_primary","address_dir_intersecting","address_road_intersecting","address_sfx_intersecting","call_type","disposition","beat","priority"
"E23010022287","2023-01-16 21:52:39","2","0","","63RD","ST","","EL CAJON","","T","O","821","2"
"E23010022288","2023-01-16 21:53:25","2","3200","","UNIVERSITY","AVE","","","","415","K","813","2"
"E23010022289","2023-01-16 21:54:15","2","0","SB","5","","","15","","T","K","511","2"
"E23010022291","2023-01-16 21:58:02","2","1500","","09TH","AVE","","","","653M","K","526","3"
"E23010022293","2023-01-16 22:00:53","2","0","S","32ND","ST","","HARBOR","","415","K","511","2"
"E23010022294","2023-01-16 22:02:33","2","0","","02ND","AVE","","ELM","","1140OD","K","529","0"
"E23010022295","2023-01-16 22:03:07","2","0","","FRONT","ST","","BROADWAY","","242","R","525","1"
"E23010022296","2023-01-16 22:03:28","2","2900","","CAMINO DEL RIO NORTH","","","","","AU23152","W","315","2"
"E23010022297","2023-01-16 22:03:53","2","0","","CHAMOUNE","AVE","","EL CAJON","","10852","R","831","1"
"E23010022298","2023-01-16 22:05:26","2","3600","","ROSECRANS","ST","","","","415","O","611","2"
"E23010022299","2023-01-16 22:10:19","2","5700","","KEARNY VILLA","RD","","","","FOUND","R","313","4"
"E23010022300","2023-01-16 22:10:51","2","0","","SUNSET CLIFFS","BLV","","NARRAGANSETT","","1151","O","614","2"
"E23010022301","2023-01-16 22:13:52","2","400","","UNIVERSITY","AVE","","","","AU2","W","627","2"
"E23010022302","2023-01-16 22:14:07","2","4400","","EL CAJON","BLV","","","","415","K","824","2"
"E23010022303","2023-01-16 22:14:39","2","0","","MARKET","ST","","13TH","","T","K","521","2"
"E23010022304","2023-01-16 22:14:45","2","4400","","BALBOA","AVE","","","","HZRD","K","112","1"
"E23010022305","2023-01-16 22:15:51","2","3700","","DALBERGIA","ST","","","","SELENF","K","511","3"
"E23010022306","2023-01-16 22:16:36","2","3000","","BROADWAY","","","","","HZRD","K","517","1"
"E23010022307","2023-01-16 22:16:48","2","700","","HOLLISTER","ST","","","","10851R","K","724","2"
"E23010022308","2023-01-16 22:19:09","2","0","","HARBOR","DR","","32ND","","415","K","511","2"
"E23010022309","2023-01-16 22:21:00","2","4100","","HAMILTON","ST","","","","5150","O","813","2"
"E23010022310","2023-01-16 22:22:21","2","2100","","MARKET","ST","","","","T","O","514","2"
"E23010022311","2023-01-16 22:22:22","2","8700","","BENNINGTON","ST","","","","AU2","W","242","2"
"E23010022312","2023-01-16 22:23:01","2","3500","","MAIN","ST","","","","T","O","511","2"
"E23010022315","2023-01-16 22:25:42","2","7400","","HAZARD CENTER","DR","","","","911","CAN","315","1"
"E23010022316","2023-01-16 22:27:18","2","0","","EL CAJON","BLV","","MARLBOROUGH","","T","K","832","2"
"E23010022317","2023-01-16 22:28:34","2","4200","","CHAMOUNE","AVE","","","","FIREWORK","W","831","2"
"E23010022318","2023-01-16 22:29:08","2","10800","","WESTONHILL","DR","","","","T","O","242","2"
"E23010022319","2023-01-16 22:30:22","2","0","SB","5","","","VIA DE LA VALLE","","586","K","935","4"
"E23010022321","2023-01-16 22:31:45","2","0","","MESA","WAY","","LA JOLLA","","AU23103","W","124","2"
"E23010022322","2023-01-16 22:32:42","2","0","","GEMINI","AVE","","BLACK MOUNTAIN","","T","O","242","2"
"E23010022323","2023-01-16 22:32:59","2","1700","","MAIN","ST","","","","AU1171","K","511","1"
"E23010022324","2023-01-16 22:34:02","2","0","","F","ST","","","","SELENF","K","524","3"
"E23010022325","2023-01-16 22:34:02","2","500","","PARK","BLV","","","","NARC","K","521","2"
"E23010022326","2023-01-16 22:34:33","2","3600","","DEL SOL","BLV","","","","459R","K","723","3"
"E23010022327","2023-01-16 22:36:24","2","0","","STEVENS","WAY","","IMPERIAL","","415V","K","432","1"
"E23010022328","2023-01-16 22:36:38","2","0","","14TH","ST","","","","TRO","K","521","3"
"E23010022329","2023-01-16 22:37:15","2","2100","","STATION VILLAGE","WAY","","","","415","R","315","2"
"E23010022330","2023-01-16 22:39:38","2","4500","","ESTRELLA","AVE","","","","415","K","824","2"
"E23010022332","2023-01-16 22:40:33","2","14600","","VIA BETTONA","","","","","SELENF","K","937","3"
"E23010022333","2023-01-16 22:40:52","2","0","","09TH","AVE","","","","SELENF","K","524","3"
"E23010022334","2023-01-16 22:43:11","2","1800","","ISLAND","AVE","","","","SELENF","K","514","3"
"E23010022335","2023-01-16 22:43:56","2","1200","","09TH","AVE","","","","SELENF","K","524","3"
"E23010022336","2023-01-16 22:44:40","2","2400","","CARDINAL","DR","","","","5150","K","314","2"
"E23010022337","2023-01-16 22:46:58","2","1900","","INDIA","ST","","","","415","K","528","2"
"E23010022338","2023-01-16 22:48:04","2","1600","","06TH","AVE","","","","SELENF","K","526","3"
"E23010022339","2023-01-16 22:50:55","2","300","","14TH","ST","","","","459A","K","521","3"
"E23010022340","2023-01-16 22:52:05","2","300","","14TH","ST","","","","911","K","521","1"
"E23010022341","2023-01-16 22:52:47","2","0","","14TH","ST","","","","415","K","521","2"
"E23010022342","2023-01-16 22:53:28","2","700","E","SAN YSIDRO","BLV","","","","5150","K","714","2"
"E23010022343","2023-01-16 22:53:44","2","1300","","24TH","ST","","","","SELENF","K","517","3"
"E23010022344","2023-01-16 22:54:56","2","4500","","CALLE MAR DE ARMONIA","","","","","5150","K","934","2"
"E23010022345","2023-01-16 22:55:13","2","3800","","MIDWAY","DR","","","","FD","K","611","2"
"E23010022346","2023-01-16 22:55:16","2","1700","","06TH","AVE","","","","SELENF","K","529","3"
"E23010022348","2023-01-16 22:55:30","2","1200","S","32ND","ST","","","","SELENF","K","511","3"
"E23010022349","2023-01-16 23:00:16","2","2400","","ULRIC","ST","","","","T","O","621","2"
"E23010022350","2023-01-16 23:00:50","2","700","","05TH","AVE","","","","5150","K","523","2"
"E23010022351","2023-01-16 23:00:54","2","0","","UTAH","ST","","UNIVERSITY","","23103","K","813","0"
"E23010022352","2023-01-16 23:02:57","2","1200","","CAMINO DEL RIO NORTH","","","","","23152","K","315","2"
"E23010022353","2023-01-16 23:04:58","2","700","","28TH","ST","","","","SELENF","K","515","3"
"E23010022354","2023-01-16 23:08:23","2","1600","","MARKET","ST","","","","T","K","521","2"
"E23010022355","2023-01-16 23:08:59","2","0","","C","ST","","08TH","","T","K","524","2"
"E23010022356","2023-01-16 23:09:44","2","1400","","LIETA","ST","","","","602","A","116","2"
"E23010022357","2023-01-16 23:10:13","2","1600","","ELM","AVE","","","","415V","K","721","1"
"E23010022358","2023-01-16 23:10:46","2","3600","","ALTADENA","AVE","","","","1146","K","827","0"
"E23010022359","2023-01-16 23:13:03","2","3600","","07TH","AVE","","","","602","K","627","2"
"E23010022360","2023-01-16 23:13:10","2","900","","STATE","ST","","","","11-6","W","522","1"
"E23010022361","2023-01-16 23:13:49","2","500","","MORENA","BLV","","","","T","O","625","2"
"E23010022362","2023-01-16 23:14:20","2","500","S","28TH","ST","","","","SELENF","K","512","3"
"E23010022363","2023-01-16 23:14:47","2","2900","","ADRIAN","ST","","","","5150","K","613","2"
"E23010022364","2023-01-16 23:14:56","2","200","","12TH","AVE","","","","1186","K","541","3"
"E23010022365","2023-01-16 23:15:19","2","6600","","BROOKLYN","AVE","","","","415N","K","433","3"
"E23010022366","2023-01-16 23:15:38","2","0","","CARMEL MOUNTAIN","RD","","PENASQUITOS","","T","O","233","2"
"E23010022367","2023-01-16 23:16:37","2","1600","","03RD","AVE","","","","SELENF","K","526","3"
"E23010022368","2023-01-16 23:17:45","2","6200","","AKINS","AVE","","","","415N","W","433","3"
"E23010022369","2023-01-16 23:18:49","2","9100","","MIRA MESA","BLV","","","","1151","O","242","2"
"E23010022370","2023-01-16 23:20:25","2","3100","","NEWTON","AVE","","","","SELENF","K","512","3"
"E23010022371","2023-01-16 23:20:48","2","5600","","ADELAIDE","AVE","","","","586","K","822","4"
"E23010022372","2023-01-16 23:22:06","2","0","","MISSION CENTER","RD","","HAZARD CENTER","","HZRD","K","315","1"
"E23010022374","2023-01-16 23:29:10","2","5900","","RANCHO MISSION","RD","","","","415","CAN","321","2"
"E23010022376","2023-01-16 23:31:00","2","1200","","PARKER","PL","","","","602","K","122","2"
"E23010022378","2023-01-16 23:34:00","2","3800","","CAMINO DEL RIO WEST","","","","","1151","O","611","2"
"E23010022379","2023-01-16 23:34:34","2","1100","","01ST","AVE","","","","1186","K","524","3"
"E23010022380","2023-01-16 23:36:16","2","1600","","IMPERIAL","AVE","","","","T","K","521","2"
"E23010022381","2023-01-16 23:40:21","2","0","","EUCLID","AVE","","IMPERIAL","","245R","R","446","2"
"E23010022382","2023-01-16 23:41:19","2","3400","","MAIN","ST","","","","1149","K","511","2"
"E23010022383","2023-01-16 23:43:48","2","4900","","LAMONT","ST","","","","459A","K","122","2"
"E23010022385","2023-01-16 23:44:31","2","2200","","MORLEY FIELD","DR","","","","T","O","531","2"
"E23010022386","2023-01-16 23:48:18","2","5100","","CLAIREMONT MESA","BLV","","","","CW","K","111","1"
"E23010022387","2023-01-16 23:48:58","2","1800","","ELM","AVE","","","","LOST","R","721","4"
"E23010022388","2023-01-16 23:49:23","2","4800","","SHAWLINE","ST","","","","415","K","313","2"
"E23010022389","2023-01-16 23:50:30","2","7600","","DEEP DELL","CT","","","","415V","W","437","1"
"E23010022390","2023-01-16 23:52:06","2","4000","","HOME","AVE","","","","415V","K","837","1"
"E23010022392","2023-01-16 23:55:33","2","600","","MERLIN","DR","","","","CW","K","431","1"
"E23010022393","2023-01-16 23:56:00","2","3200","","CLAIREMONT","DR","","","","415V","K","116","1"
"E23010022394","2023-01-16 23:56:03","2","1400","","IMPERIAL","AVE","","","","415","W","521","2"
"E23010022395","2023-01-16 23:57:30","2","0","","FRIARS","RD","","SR-163","","T","O","621","2"
"E23010022396","2023-01-16 23:57:50","2","1200","","THERMAL","AVE","","","","459A","W","721","2"
"E23010022397","2023-01-16 23:58:14","2","3700","","DALBERGIA","ST","","","","1151","K","511","2"
"E23010022398","2023-01-16 23:58:48","2","1000","","DRACMA","DR","","","","CW","K","723","1"
"E23010022399","2023-01-16 23:59:33","2","4200","","50TH","ST","","","","911","K","826","1"
"E23010022400","2023-01-17 00:00:16","3","3400","","KURTZ","ST","","","","1151","O","611","2"
"E23010022401","2023-01-17 00:03:53","3","300","","PARK","BLV","","","","211A","K","521","1"
"E23010022402","2023-01-17 00:05:24","3","3700","","ROSECRANS","ST","","","","MPSSTP","O","611","2"
"E23010022403","2023-01-17 00:08:09","3","10800","","SCRIPPS RANCH","BLV","","","","1131","CAN","241","1"
"E23010022405","2023-01-17 00:12:01","3","10500","","SAND CRAB","PL","","","","415","K","934","2"
"E23010022406","2023-01-17 00:15:13","3","200","S","32ND","ST","","","","1153","U","512","2"
"E23010022407","2023-01-17 00:17:00","3","3700","","SPORTS ARENA","BLV","","","","459A","U","611","3"
"E23010022408","2023-01-17 00:17:40","3","6900","","BENSON","AVE","","","","415V","K","436","1"
"E23010022409","2023-01-17 00:17:49","3","6800","","HYDE PARK","DR","","","","1130","K","325","1"
"E23010022410","2023-01-17 00:18:30","3","0","","MIDWAY","DR","","ROSECRANS","","T","O","611","2"
"E23010022411","2023-01-17 00:19:17","3","8800","","SIEMPRE VIVA","RD","","","","459A","K","713","3"
"E23010022412","2023-01-17 00:20:32","3","3700","","TORREY VIEW","CT","","","","1153","O","934","2"
"E23010022413","2023-01-17 00:21:39","3","700","","ISLAND","CT","","","","415N","K","121","3"
"E23010022415","2023-01-17 00:26:40","3","0","","CAMINO DE LA REINA","","","CAMINO DE LA SIESTA","","HZRD","K","315","1"
"E23010022416","2023-01-17 00:27:59","3","0","","MIDWAY","DR","","EAST","","T","O","611","2"
"E23010022417","2023-01-17 00:29:11","3","1100","","BROADWAY","","","","","1140OD","DUP","521","0"
"E23010022418","2023-01-17 00:32:26","3","0","","CARMEL COUNTRY","","","SR-56 EB ON RAMP","","COVER","K","934","0"
"E23010022419","2023-01-17 00:32:38","3","0","","BROADWAY","WAY","","11TH","","FD","K","524","2"
"E23010022420","2023-01-17 00:35:13","3","6900","","MISSION GORGE","RD","","","","415TOW","K","322","2"
"E23010022421","2023-01-17 00:36:39","3","4900","","ART","ST","","","","415N","K","327","3"
"E23010022422","2023-01-17 00:36:44","3","4000","","EL CAJON","BLV","","","","911","K","832","1"
"E23010022423","2023-01-17 00:37:03","3","5000","","COLLEGE","AVE","","","","415N","K","326","3"
"E23010022424","2023-01-17 00:37:15","3","500","","MORENA","BLV","","","","FD","K","625","2"
"E23010022425","2023-01-17 00:37:17","3","2000","","HARVEST","RD","","","","459A","U","713","3"
"E23010022426","2023-01-17 00:39:52","3","2800","","EL CAJON","BLV","","","","459A","CAN","813","3"
"E23010022427","2023-01-17 00:41:35","3","5500","","DOROTHY","DR","","","","415N","K","326","3"
"E23010022428","2023-01-17 00:46:41","3","4800","","SARATOGA","AVE","","","","T","O","614","2"
"E23010022429","2023-01-17 00:46:58","3","1100","","CAROLINA","LN","","","","459A","K","445","2"
"E23010022430","2023-01-17 00:47:08","3","1000","","11TH","AVE","","","","602","K","524","2"
"E23010022431","2023-01-17 00:48:50","3","900","S","45TH","ST","","","","AU1171","W","441","1"
"E23010022432","2023-01-17 00:50:06","3","0","","04TH","AVE","","G","","FP","A","523","0"
"E23010022433","2023-01-17 00:54:21","3","700","","04TH","AVE","","","","FD","U","525","2"
"E23010022434","2023-01-17 00:56:29","3","0","","A","ST","","11TH","","415V","K","524","1"
"E23010022435","2023-01-17 00:57:49","3","600","W","WASHINGTON","ST","","","","AU2","W","627","2"
"E23010022436","2023-01-17 00:59:17","3","0","W","WASHINGTON","ST","","FRONT","","HZRD","O","627","1"
"E23010022437","2023-01-17 01:05:08","3","4100","","HAMILTON","ST","","","","415N","K","813","3"
"E23010022438","2023-01-17 01:06:25","3","5300","","ORANGE","AVE","","","","11-6","K","826","1"
"E23010022439","2023-01-17 01:07:28","3","7700","","SAINT ANDREWS","AVE","","","","459A","K","713","3"
"E23010022440","2023-01-17 01:08:22","3","500","","UNIVERSITY","AVE","","","","415","K","627","2"
"E23010022441","2023-01-17 01:09:06","3","2100","","ISLAND","AVE","","","","T","O","514","2"
"E23010022442","2023-01-17 01:10:46","3","16200","","VERIDIAN","CIR","","","","415V","K","937","1"
"E23010022443","2023-01-17 01:11:03","3","0","","INFO LOG","","","","","503CAR","W","-1","2"
"E23010022444","2023-01-17 01:11:37","3","0","","SHOPS INFO LOG","","","","","SHOPS","W","-1","4"
"E23010022445","2023-01-17 01:12:06","3","0","","CHP INFO LOG","","","","","INFOCHP","W","-1","4"
"E23010022446","2023-01-17 01:12:20","3","5300","","ORANGE","AVE","","","","11-6","DUP","826","1"
"E23010022447","2023-01-17 01:14:08","3","3500","","ROSECRANS","ST","","","","SLEEPER","K","611","3"
"E23010022448","2023-01-17 01:14:23","3","10700","","WESTONHILL","DR","","","","T","K","242","2"
"E23010022449","2023-01-17 01:15:10","3","4300","","ARAGON","WAY","","","","CW","K","821","1"
"E23010022450","2023-01-17 01:15:36","3","13600","","RUETTE LE PARC","","","","","415N","K","933","3"
"E23010022451","2023-01-17 01:17:10","3","8000","","CAMINO JONATA","","","","","PARTY","K","115","3"
"E23010022452","2023-01-17 01:18:24","3","1100","","B","ST","","","","1151","O","521","2"
"E23010022453","2023-01-17 01:18:36","3","4000","","GOLDFINCH","ST","","","","459A","K","627","3"
"E23010022454","2023-01-17 01:22:49","3","5300","","ORANGE","AVE","","","","245","R","826","0"
"E23010022455","2023-01-17 01:29:44","3","5600","","MC HUGH","ST","","","","415V","U","431","0"
"E23010022456","2023-01-17 01:31:55","3","6400","","PITTSBURGH","AVE","","","","911","CAN","452","1"
"E23010022457","2023-01-17 01:32:44","3","3800","","DEMUS","ST","","","","415","K","823","2"
"E23010022458","2023-01-17 01:37:22","3","4500","","MISSION GORGE","PL","","","","415N","K","321","3"
"E23010022460","2023-01-17 01:38:18","3","0","","SIEMPRE VIVA","RD","","BORDER PACIFIC","","10851R","R","713","2"
"E23010022461","2023-01-17 01:40:58","3","0","","05TH","AVE","","ANDERSON PL","","HZRD","K","627","1"
"E23010022463","2023-01-17 01:42:26","3","0","NB","15","","","MERCY","","T","K","246","2"
"E23010022464","2023-01-17 01:44:37","3","4700","","LEMAT","PL","","","","CW","K","713","1"
"E23010022465","2023-01-17 01:44:58","3","5100","","BRIGHTON","AVE","","","","10852C","K","614","2"
"E23010022466","2023-01-17 01:50:15","3","2700","","OTAY PACIFIC","DR","","","","10851R","K","713","2"
"E23010022467","2023-01-17 01:52:49","3","3100","","MURRAY RIDGE","RD","","","","1153","K","311","2"
"E23010022468","2023-01-17 01:55:37","3","1800","","SUNSET CLIFFS","BLV","","","","415","K","614","2"
"E23010022469","2023-01-17 02:00:39","3","0","","BACON","ST","","VOLTAIRE","","242","K","614","1"
"E23010022470","2023-01-17 02:03:50","3","3000","","53RD","ST","","","","CCCC","W","451","4"
"E23010022471","2023-01-17 02:04:19","3","7800","","VISTA HILL","AVE","","","","487R","K","314","9"
"E23010022472","2023-01-17 02:05:15","3","10900","","WESTONHILL","DR","","","","T","K","242","2"
"E23010022473","2023-01-17 02:14:48","3","12200","","EL CAMINO REAL","","","","","1153","K","934","2"
"E23010022474","2023-01-17 02:20:23","3","700","","GRAND","AVE","","","","242","K","122","1"
"E23010022475","2023-01-17 02:21:14","3","2400","","ROLL","DR","","","","10851R","R","713","2"
"E23010022476","2023-01-17 02:23:24","3","6500","","LINDA VISTA","RD","","","","211A","U","621","1"
"E23010022477","2023-01-17 02:24:33","3","7500","","METROPOLITAN","DR","","","","459A","U","315","3"
"E23010022478","2023-01-17 02:26:27","3","1400","","BROADWAY","","","","","INFO","K","521","2"
"E23010022479","2023-01-17 02:26:27","3","4400","","MARLBOROUGH","AVE","","","","415","K","825","2"
"E23010022480","2023-01-17 02:29:36","3","1500","","ISLAND","AVE","","","","AU1","K","521","1"
"E23010022481","2023-01-17 02:33:19","3","5100","","MONTEZUMA","RD","","","","T","O","326","2"
"E23010022482","2023-01-17 02:34:10","3","0","","MESA COLLEGE","DR","","LINDA VISTA","","CW","K","111","1"
"E23010022483","2023-01-17 02:34:10","3","0","","14TH","ST","","K","","T","O","521","2"
"E23010022484","2023-01-17 02:34:24","3","0","","15TH","ST","","E","","CW","K","521","1"
"E23010022485","2023-01-17 02:35:23","3","700","","ISLAND","CT","","","","415N","CAN","121","3"
"E23010022486","2023-01-17 02:36:52","3","0","","STATE ROUTE 163 SB","","","CLAIREMONT MESA","","1149","K","313","2"
"E23010022487","2023-01-17 02:37:32","3","7900","","CIVITA","BLV","","","","459A","W","311","2"
"E23010022488","2023-01-17 02:37:37","3","11800","","CARMEL MOUNTAIN","RD","","","","459A","U","232","3"
"E23010022489","2023-01-17 02:39:46","3","2000","","HARRISON","AVE","","","","11-7","K","512","1"
"E23010022490","2023-01-17 02:40:41","3","4100","","30TH","ST","","","","10852","R","813","0"
